R_fighter,B_fighter,title_bout,date,weight_class,Winner
Ildemar Alcantara,Igor Araujo,False,2013-10-09,Welterweight,Blue
Rousimar Palhares,Mike Pierce,False,2013-10-09,Welterweight,Red
Thiago Silva,Matt Hamill,False,2013-10-09,LightHeavyweight,Red
Erick Silva,Dong Hyun Kim,False,2013-10-09,Welterweight,Blue
Demian Maia,Jake Shields,False,2013-10-09,Welterweight,Blue
Yan Cabral,David Mitchell,False,2013-10-09,Welterweight,Red
Iliarde Santos,Chris Cariaso,False,2013-10-09,Flyweight,Blue
Alan Patrick,Garett Whiteley,False,2013-10-09,Lightweight,Red
Pat Healy,Khabib Nurmagomedov,False,2013-09-21,Lightweight,Blue
Ivan Menjivar,Wilson Reis,False,2013-09-21,Bantamweight,Blue
Mike Ricci,Myles Jury,False,2013-09-21,Lightweight,Blue
Constantinos Philippou,Francis Carmont,False,2013-09-21,Middleweight,Blue
Jon Jones,Alexander Gustafsson,True,2013-09-21,LightHeavyweight,Red
Chris Clements,Stephen Thompson,False,2013-09-21,Welterweight,Blue
Brendan Schaub,Matt Mitrione,False,2013-09-21,Heavyweight,Red
Renan Barao,Eddie Wineland,True,2013-09-21,Bantamweight,Red
John Makdessi,Renee Forte,False,2013-09-21,Lightweight,Red
Mitch Gagnon,Dustin Kimura,False,2013-09-21,Bantamweight,Red
Nandor Guelmino,Daniel Omielanczuk,False,2013-09-21,Heavyweight,Blue
Michel Prazeres,Jesse Ronson,False,2013-09-21,Lightweight,Red
Roland Delorme,Alex Caceres,False,2013-09-21,Bantamweight,Blue
Francisco Trinaldo,Piotr Hallmann,False,2013-09-04,Lightweight,Blue
Rafael Natal,Tor Troeng,False,2013-09-04,Middleweight,Red
Glover Teixeira,Ryan Bader,False,2013-09-04,LightHeavyweight,Red
Marcos Vinicius,Ali Bagautinov,False,2013-09-04,Flyweight,Blue
Yushin Okami,Jacare Souza,False,2013-09-04,Middleweight,Blue
Joseph Benavidez,Jussier Formiga,False,2013-09-04,Flyweight,Red
Lucas Martins,Ramiro Hernandez,False,2013-09-04,Bantamweight,Red
Felipe Arantes,Edimilson Souza,False,2013-09-04,Featherweight,Blue
Joao Zeferino,Elias Silverio,False,2013-09-04,Welterweight,Blue
Keith Wisniewski,Ivan Jorge,False,2013-09-04,Welterweight,Blue
Yuri Villefort,Sean Spencer,False,2013-09-04,Welterweight,Blue
Jamie Varner,Gleison Tibau,False,2013-08-31,Lightweight,Blue
Louis Gaudinot,Tim Elliott,False,2013-08-31,Flyweight,Blue
Pascal Krauss,Hyun Gyu Lim,False,2013-08-31,Welterweight,Blue
Erik Koch,Dustin Poirier,False,2013-08-31,Featherweight,Blue
Frank Mir,Josh Barnett,False,2013-08-31,Heavyweight,Blue
Ben Rothwell,Brandon Vera,False,2013-08-31,Heavyweight,Red
Chad Mendes,Clay Guida,False,2013-08-31,Featherweight,Red
Benson Henderson,Anthony Pettis,True,2013-08-31,Lightweight,Blue
Soa Palelei,Nikita Krylov,False,2013-08-31,Heavyweight,Red
Ryan Couture,Al Iaquinta,False,2013-08-31,Lightweight,Blue
Jared Hamman,Magnus Cedenblad,False,2013-08-31,Middleweight,Blue
Chico Camus,Kyung Ho Kang,False,2013-08-31,Bantamweight,Red
Justin Edwards,Brandon Thatch,False,2013-08-28,Welterweight,Blue
Court McGee,Robert Whittaker,False,2013-08-28,Welterweight,Red
Takeya Mizugaki,Erik Perez,False,2013-08-28,Bantamweight,Red
Dylan Andrews,Papy Abedi,False,2013-08-28,Middleweight,Red
Kelvin Gastelum,Brian Melancon,False,2013-08-28,Welterweight,Red
Carlos Condit,Martin Kampmann,False,2013-08-28,Welterweight,Red
Brad Tavares,Robert McDaniel,False,2013-08-28,Middleweight,Red
Donald Cerrone,Rafael Dos Anjos,False,2013-08-28,Lightweight,Blue
James Head,Jason High,False,2013-08-28,Welterweight,Blue
Darren Elkins,Hatsu Hioki,False,2013-08-28,Featherweight,Red
Roger Bowling,Abel Trujillo,False,2013-08-28,Lightweight,Draw
Zak Cummings,Ben Alloway,False,2013-08-28,Welterweight,Red
Alistair Overeem,Travis Browne,False,2013-08-17,Heavyweight,Blue
Urijah Faber,Iuri Alcantara,False,2013-08-17,Bantamweight,Red
Brad Pickett,Michael McDonald,False,2013-08-17,Bantamweight,Blue
Mauricio Rua,Chael Sonnen,False,2013-08-17,LightHeavyweight,Blue
Conor McGregor,Max Holloway,False,2013-08-17,Featherweight,Red
Matt Brown,Mike Pyle,False,2013-08-17,Welterweight,Red
Uriah Hall,John Howard,False,2013-08-17,Middleweight,Blue
Joe Lauzon,Michael Johnson,False,2013-08-17,Lightweight,Blue
Manvel Gamburyan,Cole Miller,False,2013-08-17,Featherweight,Red
Cody Donovan,Ovince Saint Preux,False,2013-08-17,LightHeavyweight,Blue
Diego Brandao,Daniel Pineda,False,2013-08-17,Featherweight,Red
Ramsey Nijem,James Vick,False,2013-08-17,Lightweight,Blue
Mike Brown,Steven Siler,False,2013-08-17,Featherweight,Blue
John Lineker,Jose Maria,False,2013-08-03,Flyweight,Red
Cezar Ferreira,Thiago Santos,False,2013-08-03,Middleweight,Red
Vinny Magalhaes,Anthony Perosh,False,2013-08-03,LightHeavyweight,Blue
Jose Aldo,Chan Sung Jung,True,2013-08-03,Featherweight,Red
Thales Leites,Tom Watson,False,2013-08-03,Middleweight,Red
Lyoto Machida,Phil Davis,False,2013-08-03,LightHeavyweight,Blue
Amanda Nunes,Sheila Gaff,False,2013-08-03,WomenBantamweight,Red
Sergio Moraes,Neil Magny,False,2013-08-03,Welterweight,Red
Ian McCall,Iliarde Santos,False,2013-08-03,Flyweight,Red
Ednaldo Oliveira,Francimar Barroso,False,2013-08-03,LightHeavyweight,Blue
Viscardi Andrade,Bristol Marunde,False,2013-08-03,Welterweight,Red
Rani Yahya,Josh Clopton,False,2013-08-03,Featherweight,Red
Yves Edwards,Daron Cruickshank,False,2013-07-27,Lightweight,Blue
Demetrious Johnson,John Moraga,True,2013-07-27,Flyweight,Red
Robbie Lawler,Bobby Voelker,False,2013-07-27,Welterweight,Red
Michael Chiesa,Jorge Masvidal,False,2013-07-27,Lightweight,Blue
Liz Carmouche,Jessica Andrade,False,2013-07-27,WomenBantamweight,Red
Danny Castillo,Tim Means,False,2013-07-27,Lightweight,Red
Rory MacDonald,Jake Ellenberger,False,2013-07-27,Welterweight,Red
Mac Danzig,Melvin Guillard,False,2013-07-27,Lightweight,Blue
Julie Kedzie,Germaine de Randamie,False,2013-07-27,WomenBantamweight,Blue
Ed Herman,Trevor Smith,False,2013-07-27,Middleweight,Red
John Albert,Yaotzin Meza,False,2013-07-27,Bantamweight,Blue
Aaron Riley,Justin Salas,False,2013-07-27,Lightweight,Blue
Mark Munoz,Tim Boetsch,False,2013-07-06,Middleweight,Red
Cub Swanson,Dennis Siver,False,2013-07-06,Featherweight,Red
Chris Leben,Andrew Craig,False,2013-07-06,Middleweight,Blue
Norman Parke,Kazuki Tokudome,False,2013-07-06,Lightweight,Red
Anderson Silva,Chris Weidman,True,2013-07-06,Middleweight,Blue
Frankie Edgar,Charles Oliveira,False,2013-07-06,Featherweight,Red
Gabriel Gonzaga,Dave Herman,False,2013-07-06,Heavyweight,Red
Tim Kennedy,Roger Gracie,False,2013-07-06,Middleweight,Red
Seth Baczynski,Brian Melancon,False,2013-07-06,Welterweight,Blue
Mike Pierce,David Mitchell,False,2013-07-06,Welterweight,Red
Edson Barboza,Rafaello Oliveira,False,2013-07-06,Lightweight,Red
Ryan Jimmo,Igor Pokrajac,False,2013-06-15,LightHeavyweight,Red
Pat Barry,Shawn Jordan,False,2013-06-15,Heavyweight,Blue
Roy Nelson,Stipe Miocic,False,2013-06-15,Heavyweight,Blue
Sam Stout,James Krause,False,2013-06-15,Lightweight,Blue
Rashad Evans,Dan Henderson,False,2013-06-15,LightHeavyweight,Red
Alexis Davis,Rosi Sexton,False,2013-06-15,WomenBantamweight,Red
Sean Pierson,Kenny Robertson,False,2013-06-15,Welterweight,Red
Jake Shields,Tyron Woodley,False,2013-06-15,Welterweight,Red
Roland Delorme,Edwin Figueroa,False,2013-06-15,Bantamweight,Red
Yves Jabouin,Dustin Pague,False,2013-06-15,Bantamweight,Red
Mitch Clarke,John Maguire,False,2013-06-15,Lightweight,Red
Thiago Silva,Rafael Cavalcante,False,2013-06-08,LightHeavyweight,Red
William Macario,Leonardo Santos,True,2013-06-08,Welterweight,Blue
Erick Silva,Jason High,False,2013-06-08,Welterweight,Red
Daniel Sarafian,Eddie Mendez,False,2013-06-08,Middleweight,Red
Rony Jason,Mike Wilkinson,False,2013-06-08,Featherweight,Red
Raphael Assuncao,Vaughan Lee,False,2013-06-08,Bantamweight,Red
Godofredo Pepey,Felipe Arantes,False,2013-06-08,Featherweight,Blue
Antonio Rodrigo Nogueira,Fabricio Werdum,False,2013-06-08,Heavyweight,Blue
Ildemar Alcantara,Leandro Silva,False,2013-06-08,Welterweight,Red
Antonio Braga Neto,Anthony Smith,False,2013-06-08,Middleweight,Red
Rodrigo Damm,Mizuto Hirota,False,2013-06-08,Featherweight,Red
Caio Magalhaes,Karlos Vemola,False,2013-06-08,Middleweight,Red
Cain Velasquez,Antonio Silva,True,2013-05-25,Heavyweight,Red
Junior Dos Santos,Mark Hunt,False,2013-05-25,Heavyweight,Red
Glover Teixeira,James Te Huna,False,2013-05-25,LightHeavyweight,Red
Donald Cerrone,KJ Noons,False,2013-05-25,Lightweight,Red
Gray Maynard,TJ Grant,False,2013-05-25,Lightweight,Blue
Colton Smith,Robert Whittaker,False,2013-05-25,Welterweight,Blue
Mike Pyle,Rick Story,False,2013-05-25,Welterweight,Red
Dennis Bermudez,Max Holloway,False,2013-05-25,Featherweight,Red
Khabib Nurmagomedov,Abel Trujillo,False,2013-05-25,Lightweight,Red
Jeremy Stephens,Estevan Payan,False,2013-05-25,Featherweight,Red
Brian Bowles,George Roop,False,2013-05-25,Bantamweight,Blue
Stephen Thompson,Nah-Shon Burrell,False,2013-05-25,Welterweight,Red
Paulo Thiago,Michel Prazeres,False,2013-05-18,Welterweight,Red
Rafael Dos Anjos,Evan Dunham,False,2013-05-18,Lightweight,Red
Vitor Belfort,Luke Rockhold,False,2013-05-18,Middleweight,Red
Jacare Souza,Chris Camozzi,False,2013-05-18,Middleweight,Red
Rafael Natal,Joao Zeferino,False,2013-05-18,Middleweight,Red
Gleison Tibau,John Cholish,False,2013-05-18,Lightweight,Red
Hacran Dias,Nik Lentz,False,2013-05-18,Featherweight,Blue
Francisco Trinaldo,Mike Rio,False,2013-05-18,Lightweight,Red
Iuri Alcantara,Iliarde Santos,False,2013-05-18,Bantamweight,Red
Jussier Formiga,Chris Cariaso,False,2013-05-18,Flyweight,Red
Lucas Martins,Jeremy Larsen,False,2013-05-18,Lightweight,Red
John Lineker,Azamat Gashimov,False,2013-05-18,Flyweight,Red
Fabio Maldonado,Roger Hollett,False,2013-05-18,LightHeavyweight,Red
Rustam Khabilov,Yancy Medeiros,False,2013-04-27,Lightweight,Red
Jon Jones,Chael Sonnen,True,2013-04-27,LightHeavyweight,Red
Phil Davis,Vinny Magalhaes,False,2013-04-27,LightHeavyweight,Red
Gian Villante,Ovince Saint Preux,False,2013-04-27,LightHeavyweight,Blue
Sara McMann,Sheila Gaff,False,2013-04-27,WomenBantamweight,Red
Roy Nelson,Cheick Kongo,False,2013-04-27,Heavyweight,Red
Michael Bisping,Alan Belcher,False,2013-04-27,Middleweight,Red
Jim Miller,Pat Healy,False,2013-04-27,Lightweight,Draw
Steven Siler,Kurt Holobaugh,False,2013-04-27,Featherweight,Red
Bryan Caraway,Johnny Bedford,False,2013-04-27,Bantamweight,Red
Leonard Garcia,Cody McKenzie,False,2013-04-27,Featherweight,Blue
Chad Mendes,Darren Elkins,False,2013-04-20,Featherweight,Red
Benson Henderson,Gilbert Melendez,True,2013-04-20,Lightweight,Red
Francis Carmont,Lorenz Larkin,False,2013-04-20,Middleweight,Red
Ramsey Nijem,Myles Jury,False,2013-04-20,Lightweight,Blue
Nate Diaz,Josh Thomson,False,2013-04-20,Lightweight,Blue
Frank Mir,Daniel Cormier,False,2013-04-20,Heavyweight,Blue
Joseph Benavidez,Darren Uyenoyama,False,2013-04-20,Flyweight,Red
Matt Brown,Jordan Mein,False,2013-04-20,Welterweight,Red
Tim Means,Jorge Masvidal,False,2013-04-20,Lightweight,Blue
TJ Dillashaw,Hugo Viana,False,2013-04-20,Bantamweight,Red
Anthony Njokuani,Roger Bowling,False,2013-04-20,Lightweight,Red
Clifford Starks,Yoel Romero,False,2013-04-20,Middleweight,Blue
Robert McDaniel,Gilbert Smith,False,2013-04-13,Middleweight,Red
Uriah Hall,Kelvin Gastelum,True,2013-04-13,Middleweight,Blue
Luke Barnatt,Collin Hart,False,2013-04-13,Middleweight,Red
Josh Samman,Kevin Casey,False,2013-04-13,Middleweight,Red
Urijah Faber,Scott Jorgensen,False,2013-04-13,Bantamweight,Red
Travis Browne,Gabriel Gonzaga,False,2013-04-13,Heavyweight,Red
Miesha Tate,Cat Zingano,False,2013-04-13,WomenBantamweight,Blue
Dylan Andrews,Jimmy Quinlan,False,2013-04-13,Middleweight,Red
Justin Lawrence,Daniel Pineda,False,2013-04-13,Featherweight,Blue
Bristol Marunde,Clint Hester,False,2013-04-13,Middleweight,Blue
Sam Sicilia,Maximo Blanco,False,2013-04-13,Featherweight,Blue
Cole Miller,Bart Palaszewski,False,2013-04-13,Featherweight,Red
Ryan Couture,Ross Pearson,False,2013-04-06,Lightweight,Blue
Reza Madadi,Michael Johnson,False,2013-04-06,Lightweight,Red
Matt Mitrione,Philip De Fries,False,2013-04-06,Heavyweight,Red
Diego Brandao,Pablo Garza,False,2013-04-06,Featherweight,Red
Gegard Mousasi,Ilir Latifi,False,2013-04-06,LightHeavyweight,Red
Tor Troeng,Adam Cella,False,2013-04-06,Middleweight,Red
Brad Pickett,Mike Easton,False,2013-04-06,Bantamweight,Red
Akira Corassani,Robert Peralta,False,2013-04-06,Featherweight,Red
Chris Spang,Adlan Amagov,False,2013-04-06,Welterweight,Blue
Marcus Brimage,Conor McGregor,False,2013-04-06,Featherweight,Blue
Ben Alloway,Ryan LaFlare,False,2013-04-06,Welterweight,Blue
Michael Kuiper,Tom Lawlor,False,2013-04-06,Middleweight,Blue
Papy Abedi,Besam Yousef,False,2013-04-06,Welterweight,Red
Jake Ellenberger,Nate Marquardt,False,2013-03-16,Welterweight,Red
Antonio Carvalho,Darren Elkins,False,2013-03-16,Featherweight,Blue
Mike Ricci,Colin Fletcher,False,2013-03-16,Lightweight,Red
Patrick Cote,Bobby Voelker,False,2013-03-16,Welterweight,Red
Carlos Condit,Johny Hendricks,False,2013-03-16,Welterweight,Blue
Dan Miller,Jordan Mein,False,2013-03-16,Welterweight,Blue
Georges St-Pierre,Nick Diaz,True,2013-03-16,Welterweight,Red
Nick Ring,Chris Camozzi,False,2013-03-16,Middleweight,Blue
TJ Dillashaw,Issei Tamura,False,2013-03-16,Bantamweight,Red
Rick Story,Quinn Mulhern,False,2013-03-16,Welterweight,Red
John Makdessi,Daron Cruickshank,False,2013-03-16,Lightweight,Red
George Roop,Reuben Duran,False,2013-03-16,Bantamweight,Red
Takeya Mizugaki,Bryan Caraway,False,2013-03-02,Bantamweight,Red
Yushin Okami,Hector Lombard,False,2013-03-02,Middleweight,Red
Riki Fukuda,Brad Tavares,False,2013-03-02,Middleweight,Blue
Takanori Gomi,Diego Sanchez,False,2013-03-02,Lightweight,Blue
Dong Hyun Kim,Siyar Bahadurzada,False,2013-03-02,Welterweight,Red
Wanderlei Silva,Brian Stann,False,2013-03-02,LightHeavyweight,Red
Mizuto Hirota,Rani Yahya,False,2013-03-02,Featherweight,Blue
Stefan Struve,Mark Hunt,False,2013-03-02,Heavyweight,Blue
Cristiano Marcello,Kazuki Tokudome,False,2013-03-02,Lightweight,Blue
Alex Caceres,Kyung Ho Kang,False,2013-03-02,Bantamweight,Draw
Marcelo Guimaraes,Hyun Gyu Lim,False,2013-03-02,Welterweight,Blue
Ronda Rousey,Liz Carmouche,True,2013-02-23,WomenBantamweight,Red
Urijah Faber,Ivan Menjivar,False,2013-02-23,Bantamweight,Red
Lyoto Machida,Dan Henderson,False,2013-02-23,LightHeavyweight,Red
Michael Chiesa,Anton Kuivanen,False,2013-02-23,Lightweight,Red
Court McGee,Josh Neer,False,2013-02-23,Welterweight,Red
Brendan Schaub,Lavar Johnson,False,2013-02-23,Heavyweight,Red
Josh Koscheck,Robbie Lawler,False,2013-02-23,Welterweight,Blue
Dennis Bermudez,Matt Grice,False,2013-02-23,Featherweight,Red
Sam Stout,Caros Fodor,False,2013-02-23,Lightweight,Red
Kenny Robertson,Brock Jardine,False,2013-02-23,Welterweight,Red
Nah-Shon Burrell,Yuri Villefort,False,2013-02-23,Welterweight,Red
Jon Manley,Neil Magny,False,2013-02-23,Welterweight,Blue
Cub Swanson,Dustin Poirier,False,2013-02-16,Featherweight,Red
Renan Barao,Michael McDonald,True,2013-02-16,Bantamweight,Red
Paul Sass,Danny Castillo,False,2013-02-16,Lightweight,Blue
Terry Etim,Renee Forte,False,2013-02-16,Lightweight,Blue
Jimi Manuwa,Cyrille Diabate,False,2013-02-16,LightHeavyweight,Red
James Te Huna,Ryan Jimmo,False,2013-02-16,LightHeavyweight,Red
Gunnar Nelson,Jorge Santiago,False,2013-02-16,Welterweight,Red
Che Mills,Matthew Riddle,False,2013-02-16,Welterweight,Draw
Andy Ogle,Josh Grispi,False,2013-02-16,Featherweight,Red
Vaughan Lee,Motonobu Tezuka,False,2013-02-16,Bantamweight,Red
Tom Watson,Stanislav Nedkov,False,2013-02-16,Middleweight,Red
Phil Harris,Ulysses Gomez,False,2013-02-16,Flyweight,Red
Tyron Woodley,Jay Hieron,False,2013-02-02,Welterweight,Red
Jose Aldo,Frankie Edgar,True,2013-02-02,Featherweight,Red
Rashad Evans,Rogerio Nogueira,False,2013-02-02,LightHeavyweight,Blue
Jon Fitch,Demian Maia,False,2013-02-02,Welterweight,Blue
Joseph Benavidez,Ian McCall,False,2013-02-02,Flyweight,Red
Jacob Volkmann,Bobby Green,False,2013-02-02,Lightweight,Blue
Alistair Overeem,Antonio Silva,False,2013-02-02,Heavyweight,Blue
Gleison Tibau,Evan Dunham,False,2013-02-02,Lightweight,Blue
Chico Camus,Dustin Kimura,False,2013-02-02,Bantamweight,Blue
Edwin Figueroa,Francisco Rivera,False,2013-02-02,Bantamweight,Blue
Yves Edwards,Isaac Vallie-Flagg,False,2013-02-02,Lightweight,Blue
Anthony Pettis,Donald Cerrone,False,2013-01-26,Lightweight,Red
Mike Stumpf,Pascal Krauss,False,2013-01-26,Welterweight,Blue
Clay Guida,Hatsu Hioki,False,2013-01-26,Featherweight,Red
Ryan Bader,Vladimir Matyushenko,False,2013-01-26,LightHeavyweight,Red
TJ Grant,Matt Wiman,False,2013-01-26,Lightweight,Red
Quinton Jackson,Glover Teixeira,False,2013-01-26,LightHeavyweight,Blue
Erik Koch,Ricardo Lamas,False,2013-01-26,Featherweight,Blue
Demetrious Johnson,John Dodson,True,2013-01-26,Flyweight,Red
Mike Russow,Shawn Jordan,False,2013-01-26,Heavyweight,Blue
Rafael Natal,Sean Spencer,False,2013-01-26,Middleweight,Red
Simeon Thoresen,David Mitchell,False,2013-01-26,Welterweight,Blue
Edson Barboza,Lucas Martins,False,2013-01-19,Lightweight,Red
Gabriel Gonzaga,Ben Rothwell,False,2013-01-19,Heavyweight,Red
Godofredo Pepey,Milton Vieira,False,2013-01-19,Featherweight,Red
Vitor Belfort,Michael Bisping,False,2013-01-19,Middleweight,Red
Ronny Markes,Andrew Craig,False,2013-01-19,Middleweight,Red
Daniel Sarafian,CB Dollaway,False,2013-01-19,Middleweight,Blue
Diego Nunes,Nik Lentz,False,2013-01-19,Featherweight,Blue
Thiago Tavares,Khabib Nurmagomedov,False,2013-01-19,Lightweight,Blue
Francisco Trinaldo,CJ Keith,False,2013-01-19,Lightweight,Red
Wagner Prado,Ildemar Alcantara,False,2013-01-19,LightHeavyweight,Blue
Iuri Alcantara,Pedro Nobre,False,2013-01-19,Bantamweight,Draw
Melvin Guillard,Jamie Varner,False,2012-12-29,Lightweight,Blue
Brad Pickett,Eddie Wineland,False,2012-12-29,Bantamweight,Blue
Jim Miller,Joe Lauzon,False,2012-12-29,Lightweight,Red
Erik Perez,Byron Bloodworth,False,2012-12-29,Bantamweight,Red
Tim Boetsch,Constantinos Philippou,False,2012-12-29,Middleweight,Blue
Junior Dos Santos,Cain Velasquez,True,2012-12-29,Heavyweight,Blue
Chris Leben,Derek Brunson,False,2012-12-29,Middleweight,Blue
Yushin Okami,Alan Belcher,False,2012-12-29,Middleweight,Red
Michael Johnson,Myles Jury,False,2012-12-29,Lightweight,Blue
Leonard Garcia,Max Holloway,False,2012-12-29,Featherweight,Blue
Philip De Fries,Todd Duffee,False,2012-12-29,Heavyweight,Blue
Chris Cariaso,John Moraga,False,2012-12-29,Flyweight,Blue
Roy Nelson,Matt Mitrione,False,2012-12-15,Heavyweight,Red
Colton Smith,Mike Ricci,True,2012-12-15,Welterweight,Red
TJ Waldburger,Nick Catone,False,2012-12-15,Welterweight,Red
Dustin Poirier,Jonathan Brookins,False,2012-12-15,Featherweight,Red
Johnny Bedford,Marcos Vinicius,False,2012-12-15,Bantamweight,Red
Mike Pyle,James Head,False,2012-12-15,Welterweight,Red
Pat Barry,Shane del Rosario,False,2012-12-15,Heavyweight,Red
Reuben Duran,Hugo Viana,False,2012-12-15,Bantamweight,Blue
Vinc Pichel,Rustam Khabilov,False,2012-12-15,Lightweight,Blue
Jared Papazian,Tim Elliott,False,2012-12-15,Flyweight,Blue
Mike Rio,John Cofer,False,2012-12-15,Lightweight,Red
Colin Fletcher,Norman Parke,True,2012-12-14,Lightweight,Blue
Robert Whittaker,Brad Scott,True,2012-12-14,Welterweight,Red
Ben Alloway,Manuel Rodriguez,False,2012-12-14,Welterweight,Red
Mike Pierce,Seth Baczynski,False,2012-12-14,Welterweight,Red
Hector Lombard,Rousimar Palhares,False,2012-12-14,Middleweight,Red
George Sotiropoulos,Ross Pearson,False,2012-12-14,Lightweight,Blue
Igor Pokrajac,Joey Beltran,False,2012-12-14,LightHeavyweight,Draw
Chad Mendes,Yaotzin Meza,False,2012-12-14,Featherweight,Red
Brendan Loughnane,Mike Wilkinson,False,2012-12-14,Lightweight,Blue
Nick Penner,Cody Donovan,False,2012-12-14,LightHeavyweight,Blue
Raphael Assuncao,Mike Easton,False,2012-12-08,Bantamweight,Red
Ramsey Nijem,Joe Proctor,False,2012-12-08,Lightweight,Red
Daron Cruickshank,Henry Martinez,False,2012-12-08,Lightweight,Red
Mauricio Rua,Alexander Gustafsson,False,2012-12-08,LightHeavyweight,Blue
BJ Penn,Rory MacDonald,False,2012-12-08,Welterweight,Blue
Mike Swick,Matt Brown,False,2012-12-08,Welterweight,Blue
Benson Henderson,Nate Diaz,True,2012-12-08,Lightweight,Red
Dennis Siver,Nam Phan,False,2012-12-08,Featherweight,Red
Yves Edwards,Jeremy Stephens,False,2012-12-08,Lightweight,Red
Marcus LeVesseur,Abel Trujillo,False,2012-12-08,Lightweight,Blue
Scott Jorgensen,John Albert,False,2012-12-08,Bantamweight,Red
Sam Stout,John Makdessi,False,2012-11-17,Lightweight,Blue
Patrick Cote,Alessio Sakara,False,2012-11-17,Middleweight,Red
Cyrille Diabate,Chad Griggs,False,2012-11-17,LightHeavyweight,Red
Mark Hominick,Pablo Garza,False,2012-11-17,Featherweight,Blue
Johny Hendricks,Martin Kampmann,False,2012-11-17,Welterweight,Red
Francis Carmont,Tom Lawlor,False,2012-11-17,Middleweight,Red
Georges St-Pierre,Carlos Condit,True,2012-11-17,Welterweight,Red
Mark Bocek,Rafael Dos Anjos,False,2012-11-17,Lightweight,Blue
Ivan Menjivar,Azamat Gashimov,False,2012-11-17,Bantamweight,Red
Antonio Carvalho,Rodrigo Damm,False,2012-11-17,Featherweight,Red
Matthew Riddle,John Maguire,False,2012-11-17,Welterweight,Red
Steven Siler,Darren Elkins,False,2012-11-17,Featherweight,Blue
Yasuhiro Urushitani,John Lineker,False,2012-11-10,Flyweight,Blue
Takanori Gomi,Mac Danzig,False,2012-11-10,Lightweight,Red
Takeya Mizugaki,Jeff Hougland,False,2012-11-10,Bantamweight,Red
Thiago Silva,Stanislav Nedkov,False,2012-11-10,LightHeavyweight,Draw
