R_fighter,B_fighter,R_wins,R_draw,R_losses,B_wins,B_draw,B_losses
Cole Miller,Andy Wang,0,0,0,0,0,0
Joe Lauzon,Brandon Melendez,1,0,0,0,0,0
Marcus Davis,Jason Tan,3,0,1,0,0,0
Ed Herman,Scott Smith,1,0,2,1,0,2
Eddie Sanchez,Colin Robinson,1,0,1,0,0,0
Tyson Griffin,Clay Guida,1,0,1,1,0,1
Forrest Griffin,Hector Ramirez,4,0,2,0,0,1
Dustin Hazelett,Stevie Lynch,1,0,1,0,0,0
Jason MacDonald,Rory Singer,2,0,1,2,0,1
Rich Franklin,Yushin Okami,8,0,1,4,0,0
Gleison Tibau,Jeff Cox,1,0,1,0,0,0
Drew McFedries,Jordan Radev,1,0,1,0,0,0
Jon Fitch,Roan Carneiro,5,0,0,1,0,0
Tamdan McCrory,Pete Spratt,0,0,0,3,0,3
Anthony Johnson,Chad Reiner,0,0,0,0,0,1
Forrest Petz,Luigi Fioravanti,1,0,2,2,0,2
Spencer Fisher,Sam Stout,4,0,2,1,0,1
Thiago Tavares,Jason Black,1,0,0,0,0,0
Nate Mohr,Luke Caudillo,0,0,1,0,0,0
Terry Martin,Ivan Salaverry,1,0,2,3,0,2
Quinton Jackson,Chuck Liddell,1,0,0,15,0,2
Din Thomas,Jeremy Stephens,4,0,2,0,0,0
Thiago Silva,James Irvin,0,0,0,2,0,2
Alan Belcher,Sean Salmon,1,0,2,0,0,1
Karo Parisyan,Joshua Burkman,6,0,2,4,0,1
Kalib Starnes,Chris Leben,1,0,1,6,0,2
Houston Alexander,Keith Jardine,0,0,0,4,0,1
Wilson Gouveia,Carmelo Marrero,2,0,1,1,0,1
Lyoto Machida,David Heath,1,0,0,2,0,0
Terry Etim,Matt Grice,0,0,0,0,0,0
Andrei Arlovski,Fabricio Werdum,8,0,4,0,0,0
Junior Assuncao,David Lee,0,0,1,0,0,1
Alessio Sakara,Victor Valimaki,1,0,3,0,0,1
Gabriel Gonzaga,Mirko Filipovic,3,0,0,1,0,0
Cheick Kongo,Assuerio Silva,2,0,1,0,0,2
Michael Bisping,Elvis Sinosic,2,0,0,1,0,5
Jess Liaudin,Dennis Siver,0,0,0,0,0,0
Paul Taylor,Edilberto de Oliveira,0,0,0,0,0,0
Kendall Grove,Alan Belcher,2,0,0,1,0,1
Roger Huerta,Leonard Garcia,2,0,0,0,0,0
Yushin Okami,Mike Swick,3,0,0,5,0,0
Matt Serra,Georges St-Pierre,5,0,4,7,0,1
Josh Koscheck,Diego Sanchez,6,0,1,6,0,0
Heath Herring,Brad Imes,0,0,1,0,0,2
Marcus Davis,Pete Spratt,2,0,1,3,0,2
Thales Leites,Pete Sell,0,0,1,1,0,2
Luke Cummo,Josh Haynes,1,0,2,0,0,2
Kurt Pellegrino,Nate Mohr,1,0,1,0,0,0
Kuniyoshi Hironaka,Forrest Petz,0,0,1,1,0,1
Joe Stevenson,Melvin Guillard,3,0,1,3,0,1
Drew Fickett,Keita Nakamura,3,0,3,0,0,1
Roan Carneiro,Rich Clementi,0,0,0,1,0,2
Kenny Florian,Dokonjonosuke Mishima,3,0,2,0,0,1
Justin McCully,Antoni Hardonk,0,0,0,1,0,0
Wilson Gouveia,Seth Petruzelli,1,0,1,0,0,1
Thiago Tavares,Naoyuki Kotani,0,0,0,0,0,0
Matt Hughes,Chris Lytle,14,0,3,2,0,5
Randy Couture,Tim Sylvia,11,0,5,8,0,2
Jon Fitch,Luigi Fioravanti,4,0,0,2,0,1
Rich Franklin,Jason MacDonald,7,0,1,2,0,0
Gleison Tibau,Jason Dent,0,0,1,0,0,1
Matt Hamill,Rex Holman,2,0,0,0,0,0
Martin Kampmann,Drew McFedries,2,0,0,1,0,0
Jason Lambert,Renato Sobral,3,0,1,5,0,3
Jamie Varner,Jason Gilliam,0,0,1,0,0,0
Mirko Filipovic,Eddie Sanchez,0,0,0,1,0,0
Terry Martin,Jorge Rivera,0,0,2,3,0,3
Quinton Jackson,Marvin Eastman,0,0,0,0,0,2
Patrick Cote,Scott Smith,0,0,4,1,0,1
Lyoto Machida,Sam Hoger,0,0,0,2,0,2
Anderson Silva,Travis Lutter,2,0,0,2,0,2
Frankie Edgar,Tyson Griffin,0,0,0,1,0,0
Roger Huerta,John Halverson,1,0,0,0,0,0
Dustin Hazelett,Diego Saraiva,0,0,1,0,0,0
Rashad Evans,Sean Salmon,4,0,0,0,0,0
Jake O'Brien,Heath Herring,2,0,0,0,0,0
Rich Clementi,Ross Pointon,0,0,2,0,0,1
Din Thomas,Clay Guida,3,0,2,1,0,0
Joshua Burkman,Chad Reiner,3,0,1,0,0,0
Ed Herman,Chris Price,0,0,2,0,0,1
Hermes Franca,Spencer Fisher,4,0,2,4,0,1
Nate Marquardt,Dean Lister,3,0,0,2,0,0
Gabriel Gonzaga,Carmelo Marrero,2,0,0,1,0,0
Jason MacDonald,Chris Leben,1,0,0,6,0,1
Michael Bisping,Eric Schafer,1,0,0,1,0,0
Keith Jardine,Forrest Griffin,3,0,1,4,0,1
Chuck Liddell,Tito Ortiz,14,0,2,14,0,4
Yushin Okami,Rory Singer,2,0,0,2,0,0
Andrei Arlovski,Marcio Cruz,7,0,4,2,0,1
Thiago Alves,Tony DeSouza,3,0,2,3,0,1
Christian Wellisch,Anthony Perosh,0,0,1,0,0,1
David Heath,Victor Valimaki,1,0,0,0,0,0
Josh Koscheck,Jeff Joslin,5,0,1,0,0,0
Luigi Fioravanti,Dave Menne,1,0,1,2,0,3
Alan Belcher,Jorge Santiago,0,0,1,1,0,1
Diego Sanchez,Joe Riggs,5,0,0,4,0,3
Marcus Davis,Shonie Carter,1,0,1,3,0,2
Karo Parisyan,Drew Fickett,5,0,2,3,0,2
Brock Larson,Keita Nakamura,0,0,1,0,0,0
Logan Clark,Steve Byrnes,0,0,0,0,0,0
Joe Stevenson,Dokonjonosuke Mishima,2,0,1,0,0,0
James Irvin,Hector Ramirez,1,0,2,0,0,0
Brandon Vera,Frank Mir,3,0,0,7,0,2
Georges St-Pierre,Matt Hughes,6,0,1,14,0,2
Drew McFedries,Alessio Sakara,0,0,0,1,0,2
Antoni Hardonk,Sherman Pendergarst,0,0,0,0,0,0
Tim Sylvia,Jeff Monson,7,0,2,4,0,2
Nick Diaz,Gleison Tibau,5,0,4,0,0,0
Jake O'Brien,Josh Shockman,1,0,0,0,0,0
Travis Lutter,Patrick Cote,1,0,2,0,0,3
Martin Kampmann,Thales Leites,1,0,0,0,0,0
Pete Spratt,Jeremy Jackson,2,0,2,0,0,1
Scott Smith,Pete Sell,0,0,1,1,0,1
Matt Serra,Chris Lytle,4,0,4,2,0,4
Jorge Rivera,Edwin DeWees,2,0,3,0,0,2
Charles McCarthy,Gideon Ray,0,0,1,0,0,2
Din Thomas,Rich Clementi,2,0,2,0,0,1
Anderson Silva,Rich Franklin,1,0,0,7,0,0
Clay Guida,Justin James,0,0,0,0,0,0
Spencer Fisher,Dan Lauzon,3,0,1,0,0,0
Carmelo Marrero,Cheick Kongo,0,0,0,2,0,0
Yushin Okami,Kalib Starnes,1,0,0,1,0,0
Kurt Pellegrino,Junior Assuncao,0,0,1,0,0,0
Jon Fitch,Kuniyoshi Hironaka,3,0,0,0,0,0
Sean Sherk,Kenny Florian,4,0,2,3,0,1
Matt Hamill,Seth Petruzelli,1,0,0,0,0,0
Tito Ortiz,Ken Shamrock,13,0,4,6,0,6
Tony DeSouza,Dustin Hazelett,2,0,1,0,0,0
Thiago Alves,John Alessio,2,0,2,0,0,2
Nate Marquardt,Crafton Wallace,2,0,0,0,0,1
Kendall Grove,Chris Price,1,0,0,0,0,0
Rory Singer,Josh Haynes,1,0,0,0,0,1
Jason MacDonald,Ed Herman,0,0,0,0,0,1
Marcus Davis,Forrest Petz,0,0,1,1,0,0
Joe Lauzon,Jens Pulver,0,0,0,6,0,1
Jorge Gurgel,Danny Abbadi,0,0,1,0,0,1
Eddie Sanchez,Mario Neto,0,0,0,0,0,0
Melvin Guillard,Gabe Ruediger,2,0,1,0,0,0
Matt Hughes,BJ Penn,13,0,2,6,0,3
Rashad Evans,Jason Lambert,3,0,0,3,0,0
Mike Swick,David Loiseau,4,0,0,4,0,2
Tyson Griffin,David Lee,0,0,0,0,0,0
Roger Huerta,Jason Dent,0,0,0,0,0,0
David Heath,Cory Walmsley,0,0,0,0,0,0
Wilson Gouveia,Wes Combs,0,0,1,0,0,1
Chuck Liddell,Renato Sobral,13,0,2,5,0,2
Nick Diaz,Josh Neer,4,0,4,2,0,2
Cheick Kongo,Christian Wellisch,1,0,0,0,0,0
Hermes Franca,Jamie Varner,3,0,2,0,0,0
Eric Schafer,Rob MacDonald,0,0,0,1,0,1
Forrest Griffin,Stephan Bonnar,3,0,1,3,0,2
Yushin Okami,Alan Belcher,0,0,0,0,0,0
Martin Kampmann,Crafton Wallace,0,0,0,0,0,0
Chris Leben,Jorge Santiago,5,0,1,1,0,0
Forrest Petz,Sammy Morgan,0,0,0,0,0,1
Joe Riggs,Jason Von Flue,3,0,3,1,0,1
Diego Sanchez,Karo Parisyan,4,0,0,5,0,1
Josh Koscheck,Jonathan Goulet,4,0,1,2,0,1
Jake O'Brien,Kristof Midoux,0,0,0,0,0,0
Dean Lister,Yuki Sasaki,1,0,0,0,0,0
Anthony Torres,Pat Healy,0,0,0,0,0,0
Tito Ortiz,Ken Shamrock,12,0,4,6,0,5
Tim Sylvia,Andrei Arlovski,6,0,2,7,0,3
Jeff Monson,Anthony Perosh,3,0,2,0,0,0
Cheick Kongo,Gilbert Aldana,0,0,0,0,0,1
Frank Mir,Dan Christison,6,0,2,1,0,0
Joe Stevenson,Yves Edwards,1,0,1,6,0,3
Hermes Franca,Joe Jordan,2,0,2,0,0,0
Joshua Burkman,Josh Neer,2,0,1,2,0,1
Drew Fickett,Kurt Pellegrino,2,0,2,0,0,0
Jonathan Goulet,Luke Cummo,1,0,1,1,0,1
Rashad Evans,Stephan Bonnar,2,0,0,3,0,1
Rob MacDonald,Kristian Rothaermel,0,0,1,0,0,0
Mark Hominick,Jorge Gurgel,1,0,0,0,0,0
Anderson Silva,Chris Leben,0,0,0,5,0,0
Jon Fitch,Thiago Alves,2,0,0,2,0,1
Jason Lambert,Branden Lee Hinkle,2,0,0,1,0,1
Josh Koscheck,Dave Menne,3,0,1,2,0,2
Jorge Santiago,Justin Levens,0,0,0,0,0,1
Rory Singer,Ross Pointon,0,0,0,0,0,0
Kalib Starnes,Danny Abbadi,0,0,0,0,0,0
Michael Bisping,Josh Haynes,0,0,0,0,0,0
Kendall Grove,Ed Herman,0,0,0,0,0,0
Luigi Fioravanti,Solomon Hutcherson,0,0,1,0,0,0
Matt Hamill,Jesse Forbes,0,0,0,0,0,0
Kenny Florian,Sam Stout,2,0,1,1,0,0
Keith Jardine,Wilson Gouveia,2,0,1,0,0,0
Mike Nickels,Wes Combs,0,0,0,0,0,0
Matt Hughes,Royce Gracie,12,0,2,8,0,1
Dean Lister,Alessio Sakara,0,0,0,1,0,1
Brandon Vera,Assuerio Silva,2,0,0,0,0,1
Diego Sanchez,John Alessio,3,0,0,0,0,1
Mike Swick,Joe Riggs,3,0,0,3,0,2
Jeremy Horn,Chael Sonnen,5,0,4,1,0,1
Gabriel Gonzaga,Fabiano Scherner,1,0,0,0,0,1
Spencer Fisher,Matt Wiman,2,0,1,0,0,0
Melvin Guillard,Rick Davis,1,0,1,0,0,0
Tim Sylvia,Andrei Arlovski,5,0,2,7,0,2
Jeff Monson,Marcio Cruz,2,0,2,2,0,0
Evan Tanner,Justin Levens,10,0,4,0,0,0
Tito Ortiz,Forrest Griffin,11,0,4,3,0,0
Sean Sherk,Nick Diaz,3,0,2,4,0,3
Karo Parisyan,Nick Thompson,4,0,1,1,0,0
Jason Lambert,Terry Martin,1,0,0,0,0,1
David Terrell,Scott Smith,1,0,1,0,0,0
Thiago Alves,Derrick Noble,1,0,1,0,0,0
Dan Christison,Brad Imes,0,0,0,0,0,1
Luke Cummo,Jason Von Flue,0,0,1,1,0,0
Stephan Bonnar,Keith Jardine,2,0,1,2,0,0
Chris Leben,Luigi Fioravanti,4,0,0,0,0,0
Rashad Evans,Sam Hoger,1,0,0,2,0,1
Josh Koscheck,Ansar Chalangov,2,0,1,0,0,1
Jon Fitch,Joshua Burkman,1,0,0,2,0,0
Josh Neer,Joe Stevenson,1,0,1,1,0,0
Chael Sonnen,Trevor Prangley,0,0,1,2,0,1
Jason Lambert,Rob MacDonald,0,0,0,0,0,0
Mike Swick,Steve Vigneault,2,0,0,0,0,0
Georges St-Pierre,BJ Penn,5,0,1,6,0,2
Rich Franklin,David Loiseau,6,0,0,4,0,1
Tom Murphy,Icho Larenas,0,0,0,0,0,0
Sam Stout,Spencer Fisher,0,0,0,2,0,0
Mark Hominick,Yves Edwards,0,0,0,6,0,2
Nate Marquardt,Joe Doerksen,1,0,0,1,0,2
Jeff Monson,Branden Lee Hinkle,1,0,2,1,0,0
Joe Riggs,Nick Diaz,2,0,2,4,0,2
Alessio Sakara,Elvis Sinosic,0,0,1,1,0,4
Brandon Vera,Justin Eilers,1,0,0,1,0,2
Chuck Liddell,Randy Couture,12,0,2,11,0,4
Paul Buentello,Gilbert Aldana,2,0,1,0,0,0
Marcio Cruz,Frank Mir,1,0,0,6,0,1
Renato Sobral,Mike van Arsdale,4,0,2,2,0,1
Keith Jardine,Mike Whitehead,1,0,0,0,0,0
Josh Neer,Melvin Guillard,0,0,1,1,0,0
Duane Ludwig,Jonathan Goulet,1,0,0,1,0,0
Tim Sylvia,Assuerio Silva,4,0,2,0,0,0
Spencer Fisher,Aaron Riley,1,0,0,0,0,1
Jason Von Flue,Alex Karalexis,0,0,0,1,0,1
Joshua Burkman,Drew Fickett,1,0,0,2,0,1
Chris Leben,Jorge Rivera,3,0,0,2,0,2
Stephan Bonnar,James Irvin,1,0,1,1,0,1
Thiago Alves,Ansar Chalangov,0,0,1,0,0,0
Rich Franklin,Nate Quarry,5,0,0,3,0,0
Georges St-Pierre,Sean Sherk,4,0,1,3,0,1
Jeremy Horn,Trevor Prangley,4,0,4,2,0,0
Sam Hoger,Jeff Newton,1,0,1,0,0,0
Nick Thompson,Keith Wisniewski,0,0,0,0,0,0
Matt Hughes,Joe Riggs,11,0,2,2,0,1
Gabriel Gonzaga,Kevin Jordan,0,0,0,0,0,1
Joshua Burkman,Sammy Morgan,0,0,0,0,0,0
Rashad Evans,Brad Imes,0,0,0,0,0,0
Diego Sanchez,Nick Diaz,2,0,0,4,0,1
Kenny Florian,Kit Cope,1,0,1,0,0,0
Joe Stevenson,Luke Cummo,0,0,0,0,0,0
Keith Jardine,Kerry Schall,0,0,0,0,0,0
Melvin Guillard,Marcus Davis,0,0,0,0,0,0
Andrei Arlovski,Paul Buentello,6,0,2,2,0,0
Joe Riggs,Chris Lytle,1,0,1,2,0,3
Branden Lee Hinkle,Sean Gannon,0,0,0,0,0,0
Forrest Griffin,Elvis Sinosic,2,0,0,1,0,3
Marcio Cruz,Keigo Kunihara,0,0,0,0,0,0
Renato Sobral,Chael Sonnen,3,0,2,0,0,0
Alessio Sakara,Ron Faircloth,0,0,0,0,0,0
Jorge Rivera,Dennis Hallman,1,0,2,1,0,2
Jon Fitch,Brock Larson,0,0,0,0,0,0
Spencer Fisher,Thiago Alves,0,0,0,0,0,0
David Loiseau,Evan Tanner,3,0,1,10,0,3
Brandon Vera,Fabiano Scherner,0,0,0,0,0,0
Drew Fickett,Josh Koscheck,1,0,1,2,0,0
Jonathan Goulet,Jay Hieron,0,0,0,0,0,1
Chris Leben,Edwin DeWees,2,0,0,0,0,1
Randy Couture,Mike van Arsdale,10,0,4,2,0,0
Tim Sylvia,Tra Telligman,3,0,2,1,0,3
Chuck Liddell,Jeremy Horn,11,0,2,4,0,3
Trevor Prangley,Travis Lutter,1,0,0,1,0,1
Georges St-Pierre,Frank Trigg,3,0,1,2,0,2
James Irvin,Terry Martin,0,0,1,0,0,0
Diego Sanchez,Brian Gassaway,1,0,0,0,0,0
Matt Lindland,Joe Doerksen,8,0,3,1,0,1
Kenny Florian,Alex Karalexis,0,0,1,1,0,0
Drew Fickett,Josh Neer,0,0,1,0,0,0
Nate Quarry,Pete Sell,2,0,0,1,0,0
Josh Koscheck,Pete Spratt,1,0,0,2,0,1
Mike Swick,Gideon Ray,1,0,0,0,0,1
Chris Leben,Patrick Cote,1,0,0,0,0,2
Nate Marquardt,Ivan Salaverry,0,0,0,3,0,1
Stephan Bonnar,Sam Hoger,0,0,1,1,0,0
David Loiseau,Charles McCarthy,2,0,1,0,0,0
Rich Franklin,Evan Tanner,4,0,0,10,0,2
Paul Buentello,Kevin Jordan,1,0,0,0,0,0
Nick Diaz,Koji Oishi,3,0,1,0,0,1
Karo Parisyan,Matt Serra,3,0,1,4,0,3
Nate Quarry,Shonie Carter,1,0,0,3,0,1
Forrest Griffin,Bill Mahood,1,0,0,0,0,0
Andrei Arlovski,Justin Eilers,5,0,2,1,0,1
Matt Hughes,Frank Trigg,10,0,2,2,0,1
Joe Doerksen,Patrick Cote,0,0,1,0,0,1
Chuck Liddell,Randy Couture,10,0,2,10,0,3
Matt Lindland,Travis Lutter,7,0,3,1,0,0
Georges St-Pierre,Jason Miller,2,0,1,0,0,0
Mike van Arsdale,John Marsh,1,0,0,0,0,0
Renato Sobral,Travis Wiuff,2,0,2,0,0,1
Ivan Salaverry,Joe Riggs,2,0,1,1,0,0
Rich Franklin,Ken Shamrock,3,0,0,6,0,4
Forrest Griffin,Stephan Bonnar,0,0,0,0,0,0
Sam Hoger,Bobby Southworth,0,0,0,0,0,0
Diego Sanchez,Kenny Florian,0,0,0,0,0,0
Josh Koscheck,Chris Sanford,0,0,0,0,0,0
Nate Quarry,Lodune Sincaid,0,0,0,0,0,0
Mike Swick,Alex Schoenauer,0,0,0,0,0,0
Chris Leben,Jason Thacker,0,0,0,0,0,0
Alex Karalexis,Josh Rafferty,0,0,0,0,0,0
Evan Tanner,David Terrell,9,0,2,1,0,0
Paul Buentello,Justin Eilers,0,0,0,1,0,0
David Loiseau,Gideon Ray,1,0,1,0,0,0
Andrei Arlovski,Tim Sylvia,4,0,2,3,0,1
Karo Parisyan,Chris Lytle,2,0,1,2,0,2
Pete Sell,Phil Baroni,0,0,0,3,0,4
Tito Ortiz,Vitor Belfort,10,0,4,7,0,3
Mike Kyle,James Irvin,1,0,1,0,0,0
Nick Diaz,Drew Fickett,2,0,1,0,0,0
Tito Ortiz,Patrick Cote,9,0,4,0,0,0
Frank Trigg,Renato Verissimo,1,0,1,1,0,1
Matt Hughes,Georges St-Pierre,9,0,2,2,0,0
Evan Tanner,Robbie Lawler,8,0,2,4,0,2
Travis Lutter,Marvin Eastman,0,0,0,0,0,1
Rich Franklin,Jorge Rivera,2,0,0,1,0,1
Ivan Salaverry,Tony Fryklund,1,0,1,2,0,1
Justin Eilers,Mike Kyle,0,0,0,1,0,0
Karo Parisyan,Nick Diaz,1,0,1,2,0,0
Joe Riggs,Joe Doerksen,0,0,0,0,0,0
David Terrell,Matt Lindland,0,0,0,7,0,2
Yves Edwards,Josh Thomson,5,0,2,2,0,0
Randy Couture,Vitor Belfort,9,0,3,7,0,2
Chris Lytle,Ronald Jhun,1,0,2,0,0,0
Chuck Liddell,Vernon White,9,0,2,0,0,1
Georges St-Pierre,Jay Hieron,1,0,0,0,0,0
Matt Hughes,Renato Verissimo,8,0,2,1,0,0
Evan Tanner,Phil Baroni,7,0,2,3,0,3
Trevor Prangley,Curtis Stout,0,0,0,0,0,1
Matt Serra,Ivan Menjivar,3,0,3,0,0,0
Frank Mir,Tim Sylvia,5,0,1,3,0,0
Frank Trigg,Dennis Hallman,0,0,1,1,0,1
Ken Shamrock,Kimo Leopoldo,5,0,4,2,0,3
Mike Kyle,Wes Sims,0,0,0,0,0,2
Andrei Arlovski,Wesley Correira,3,0,2,2,0,1
Genki Sudo,Mike Brown,1,0,1,0,0,0
Yves Edwards,Hermes Franca,4,0,2,2,0,1
Jonathan Wiezorek,Wade Shipp,0,0,0,0,0,0
Chris Lytle,Tiki Ghosn,0,0,2,0,0,3
Nick Diaz,Robbie Lawler,1,0,0,4,0,1
Chuck Liddell,Tito Ortiz,8,0,2,9,0,3
Vitor Belfort,Randy Couture,6,0,2,9,0,2
Georges St-Pierre,Karo Parisyan,0,0,0,1,0,0
Josh Thomson,Hermes Franca,1,0,0,2,0,0
Matt Serra,Jeff Curran,2,0,3,0,0,0
Renato Verissimo,Carlos Newton,0,0,0,3,0,3
Lee Murray,Jorge Rivera,0,0,0,1,0,0
BJ Penn,Matt Hughes,5,0,2,8,0,1
Frank Mir,Wes Sims,4,0,1,0,0,1
Evan Tanner,Phil Baroni,6,0,2,3,0,2
Robbie Lawler,Chris Lytle,3,0,1,0,0,1
Matt Hughes,Frank Trigg,7,0,1,0,0,0
Matt Lindland,Falaniko Vitale,6,0,2,1,0,0
Wesley Correira,David Abbott,1,0,1,8,0,9
Yves Edwards,Nick Agallar,3,0,2,0,0,0
Pedro Rizzo,Ricco Rodriguez,8,0,5,5,0,1
Keith Rockel,Chris Liguori,0,0,1,0,0,0
Andrei Arlovski,Vladimir Matyushenko,2,0,2,3,0,1
Nick Diaz,Jeremy Jackson,0,0,0,0,0,0
Rich Franklin,Edwin DeWees,1,0,0,0,0,0
Jorge Rivera,David Loiseau,0,0,0,1,0,0
Tim Sylvia,Gan McGee,2,0,0,2,0,1
Josh Thomson,Gerald Strebendt,0,0,0,0,0,0
Randy Couture,Tito Ortiz,8,0,2,9,0,2
Karo Parisyan,Dave Strasser,0,0,0,1,0,0
Hermes Franca,Caol Uno,1,0,0,3,0,3
Frank Mir,Wes Sims,3,0,1,0,0,0
Falaniko Vitale,Matt Lindland,0,0,0,6,0,1
Pedro Rizzo,Tra Telligman,7,0,5,1,0,2
Randy Couture,Chuck Liddell,7,0,2,8,0,1
Kimo Leopoldo,David Abbott,1,0,3,8,0,8
Vernon White,Ian Freeman,0,0,0,3,0,2
Yves Edwards,Eddie Ruiz,2,0,2,0,0,0
Vitor Belfort,Marvin Eastman,5,0,2,0,0,0
Pete Spratt,Robbie Lawler,1,0,1,3,0,0
Rich Franklin,Evan Tanner,0,0,0,6,0,1
Hermes Franca,Richard Crunkilton,0,0,0,0,0,0
David Loiseau,Mark Weir,0,0,0,1,0,1
Dave Strasser,Romie Aram,0,0,0,0,0,0
Wesley Correira,Sean Alvarez,0,0,1,0,0,0
Matt Hughes,Sean Sherk,6,0,1,3,0,0
Duane Ludwig,Genki Sudo,0,0,0,1,0,0
Tim Sylvia,Ricco Rodriguez,1,0,0,5,0,0
Frank Mir,David Abbott,2,0,1,8,0,7
Matt Lindland,Phil Baroni,5,0,1,3,0,1
Vladimir Matyushenko,Pedro Rizzo,2,0,1,7,0,4
BJ Penn,Caol Uno,5,0,1,3,0,2
Yves Edwards,Rich Clementi,1,0,2,0,0,0
Gan McGee,Alexandre Dantas,1,0,1,0,0,1
Din Thomas,Matt Serra,1,0,2,2,0,2
Robbie Lawler,Tiki Ghosn,2,0,0,0,0,2
Carlos Newton,Pete Spratt,2,0,3,1,0,0
Andrei Arlovski,Ian Freeman,1,0,2,3,0,1
Chuck Liddell,Renato Sobral,7,0,1,2,0,1
Phillip Miller,Mark Weir,1,0,0,1,0,0
Matt Hughes,Gil Castillo,5,0,1,1,0,1
Vladimir Matyushenko,Travis Wiuff,1,0,1,0,0,0
Tito Ortiz,Ken Shamrock,8,0,2,5,0,3
Caol Uno,Din Thomas,2,0,2,1,0,1
Gan McGee,Pedro Rizzo,0,0,1,7,0,3
Matt Lindland,Ivan Salaverry,4,0,1,1,0,0
Ricco Rodriguez,Randy Couture,4,0,0,7,0,1
Sean Sherk,Benji Radach,2,0,0,1,0,1
BJ Penn,Matt Serra,4,0,1,2,0,1
Tim Sylvia,Wesley Correira,0,0,0,0,0,0
Phil Baroni,Dave Menne,2,0,1,2,0,1
Ian Freeman,Frank Mir,2,0,1,2,0,0
Renato Sobral,Elvis Sinosic,1,0,1,1,0,2
Matt Hughes,Carlos Newton,4,0,1,2,0,2
Phillip Miller,James Zikic,0,0,0,0,0,0
Mark Weir,Eugene Jackson,0,0,0,3,0,3
Genki Sudo,Leigh Remedios,0,0,0,0,0,0
Evan Tanner,Chris Haseman,5,0,1,0,0,0
Chuck Liddell,Vitor Belfort,6,0,1,5,0,1
Robbie Lawler,Steve Berger,1,0,0,0,0,2
Yves Edwards,Joao Pierini,0,0,2,0,0,0
Pete Spratt,Zach Light,0,0,0,0,0,0
Tony Fryklund,Rodrigo Ruas,1,0,1,0,0,0
Benji Radach,Nick Serra,0,0,1,0,0,0
Benji Radach,Steve Berger,0,0,0,0,0,1
Caol Uno,Yves Edwards,1,0,2,0,0,1
Robbie Lawler,Aaron Riley,0,0,0,0,0,0
Murilo Bustamante,Matt Lindland,2,0,1,4,0,0
Phil Baroni,Amar Suloev,1,0,1,0,0,1
Ivan Salaverry,Andrei Semenov,0,0,0,1,0,0
Ricco Rodriguez,Tsuyoshi Kohsaka,3,0,0,3,0,2
BJ Penn,Paul Creighton,3,0,1,0,0,0
Evan Tanner,Elvis Sinosic,4,0,1,1,0,1
Pedro Rizzo,Andrei Arlovski,6,0,3,1,0,1
Matt Serra,Kelly Dullanty,1,0,1,0,0,0
Frank Mir,Pete Williams,1,0,0,3,0,4
Matt Hughes,Hayato Sakurai,3,0,1,0,0,0
Sean Sherk,Jutaro Nakao,1,0,0,1,0,0
Josh Barnett,Randy Couture,3,0,1,7,0,0
Matt Lindland,Pat Miletich,3,0,0,8,0,1
Eugene Jackson,Keith Rockel,2,0,3,0,0,0
Chuck Liddell,Amar Suloev,5,0,1,0,0,0
Gil Castillo,Chris Brennan,0,0,1,0,0,1
Ricco Rodriguez,Jeff Monson,2,0,0,1,0,1
Murilo Bustamante,Dave Menne,1,0,1,2,0,0
Jens Pulver,BJ Penn,5,0,1,3,0,0
Kevin Randleman,Renato Sobral,3,0,3,1,0,0
Andrei Semenov,Ricardo Almeida,0,0,0,1,0,1
BJ Penn,Caol Uno,2,0,0,1,0,1
Matt Lindland,Phil Baroni,2,0,0,1,0,0
Matt Hughes,Carlos Newton,2,0,1,2,0,1
Evan Tanner,Homer Moore,3,0,1,0,0,0
Ricco Rodriguez,Pete Williams,1,0,0,3,0,3
Randy Couture,Pedro Rizzo,6,0,0,6,0,2
Josh Barnett,Bobby Hoffman,2,0,1,0,0,2
Frank Mir,Roberto Traven,0,0,0,0,0,0
Ricardo Almeida,Eugene Jackson,0,0,1,2,0,2
Dave Menne,Gil Castillo,1,0,0,0,0,0
Chuck Liddell,Murilo Bustamante,4,0,1,1,0,0
Tito Ortiz,Vladimir Matyushenko,7,0,2,1,0,0
Matt Serra,Yves Edwards,0,0,1,0,0,0
Jens Pulver,Dennis Hallman,4,0,1,1,0,0
Jutaro Nakao,Tony DeSouza,0,0,0,2,0,0
Din Thomas,Fabiano Iha,0,0,1,3,0,3
BJ Penn,Din Thomas,1,0,0,0,0,0
Ricco Rodriguez,Andrei Arlovski,0,0,0,1,0,0
Tito Ortiz,Elvis Sinosic,6,0,2,1,0,0
Tony DeSouza,Paul Rodriguez,1,0,0,0,0,0
Caol Uno,Fabiano Iha,0,0,1,3,0,2
Vladimir Matyushenko,Yuki Kondo,0,0,0,1,0,1
Josh Barnett,Semmy Schilt,1,0,1,1,0,0
Pat Miletich,Shonie Carter,7,0,1,3,0,0
Matt Lindland,Ricardo Almeida,1,0,0,0,0,0
Carlos Newton,Pat Miletich,1,0,1,7,0,0
Semmy Schilt,Pete Williams,0,0,0,3,0,2
BJ Penn,Joey Gilbert,0,0,0,0,0,0
Tony DeSouza,Steve Berger,0,0,0,0,0,0
Shonie Carter,Matt Serra,2,0,0,0,0,0
